,基站,故障,告警-1,告警-2,告警-3,告警-4,告警-5,告警0,告警1,告警2,告警3,告警4,告警5,告警6,告警7,告警8,告警9,告警10,告警11,告警12,告警13,告警14
43,14,0,1,34,25,58,60,58,7,60,25,34,1,60,34,25,58,60,7,0,0,0
44,14,2,34,25,58,60,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,14,2,34,25,58,60,7,1,60,7,60,58,25,34,0,0,0,0,0,0,0,0
46,14,2,60,1,34,58,25,7,60,58,25,34,0,0,0,0,0,0,0,0,0,0
47,14,2,34,58,25,60,7,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
48,14,2,60,1,60,7,9,7,60,25,58,34,0,0,0,0,0,0,0,0,0,0
49,14,2,1,7,34,7,60,60,58,7,25,34,7,9,7,60,1,60,0,0,0,0
50,14,2,7,34,7,60,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,15,2,10,4,60,52,34,60,32,52,34,0,0,0,0,0,0,0,0,0,0,0
52,15,2,32,34,52,60,4,32,34,52,60,4,10,0,0,0,0,0,0,0,0,0
53,15,2,34,52,60,10,32,4,60,52,34,32,0,0,0,0,0,0,0,0,0,0
54,15,2,32,34,52,60,34,4,32,10,60,52,34,0,0,0,0,0,0,0,0,0
55,15,2,34,32,52,4,60,60,52,34,32,0,0,0,0,0,0,0,0,0,0,0
56,15,2,4,52,60,32,34,32,34,52,60,10,50,34,60,52,32,10,60,4,52,32
57,15,2,52,60,32,34,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,15,2,52,52,32,34,60,32,34,52,60,34,32,60,52,0,0,0,0,0,0,0
59,15,2,34,32,52,60,4,52,34,32,60,10,4,60,34,52,32,34,60,52,52,34
60,15,2,52,10,10,50,50,4,60,52,34,32,4,4,60,4,34,4,60,34,52,32
61,16,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
62,17,2,85,25,34,60,7,1,34,60,53,0,0,0,0,0,0,0,0,0,0,0
63,17,2,0,0,0,0,0,1,7,60,34,25,85,0,0,0,0,0,0,0,0,0
64,18,0,15,15,15,15,52,16,52,32,60,34,52,15,52,15,15,15,15,52,15,15
65,18,0,60,15,34,32,52,52,15,15,15,15,0,0,0,0,0,0,0,0,0,0
66,18,0,1,32,52,15,15,60,16,34,15,15,15,15,15,15,15,15,15,15,15,15
67,18,2,34,60,15,34,60,60,34,32,52,15,15,15,15,15,15,52,32,1,0,0
68,18,0,52,15,52,15,60,32,14,52,60,60,14,60,60,52,60,34,52,60,32,52
69,18,2,60,52,32,14,60,52,60,52,60,34,32,52,60,14,14,60,34,32,52,14
70,19,2,48,26,22,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,19,2,48,0,0,0,0,85,22,26,48,0,0,0,0,0,0,0,0,0,0,0
72,20,2,0,0,0,0,0,47,1,34,60,7,0,0,0,0,0,0,0,0,0,0
73,21,3,71,71,71,71,71,69,71,71,85,85,9,52,60,9,0,0,0,0,0,0
74,21,3,71,71,71,69,71,69,71,71,85,71,71,69,71,71,71,71,71,71,0,0
75,21,3,71,71,71,71,71,69,71,71,71,0,0,0,0,0,0,0,0,0,0,0
76,21,3,71,71,71,71,53,69,71,71,69,71,71,71,71,71,71,71,71,71,71,71
77,21,2,71,71,71,71,71,52,60,32,34,53,71,71,71,71,71,71,69,71,60,53
78,22,2,60,53,55,53,55,55,52,53,52,55,32,53,34,60,0,0,0,0,0,0
79,22,2,53,53,53,34,60,52,60,55,53,60,52,34,55,53,52,32,60,52,53,55
80,22,2,60,7,34,1,32,85,1,60,34,53,53,53,0,0,0,0,0,0,0,0
81,23,2,60,53,53,22,26,53,52,32,53,52,60,32,34,32,60,52,53,60,53,0
82,24,2,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
83,25,2,0,0,0,0,0,30,66,66,0,0,0,0,0,0,0,0,0,0,0,0
84,25,2,0,0,0,0,0,66,30,66,66,0,0,0,0,0,0,0,0,0,0,0
85,26,2,52,52,32,15,52,32,52,15,52,15,52,15,15,15,15,52,15,52,15,15
86,26,2,15,52,52,52,52,52,15,32,52,52,60,32,52,52,15,52,52,52,15,15
87,26,2,52,34,60,52,52,52,60,32,15,60,52,60,52,15,60,52,15,60,52,52
88,26,2,52,52,60,52,52,60,34,52,0,0,0,0,0,0,0,0,0,0,0,0
89,26,2,15,52,60,15,15,60,52,15,32,52,15,52,15,15,52,15,60,52,16,60
90,26,2,60,52,32,60,15,34,52,60,52,60,32,60,18,16,34,60,52,16,18,60
91,27,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,28,2,85,52,7,60,53,60,7,52,85,0,0,0,0,0,0,0,0,0,0,0
93,28,2,53,60,85,7,60,60,7,52,85,0,0,0,0,0,0,0,0,0,0,0
94,28,0,85,52,7,60,0,52,60,7,85,60,53,0,0,0,0,0,0,0,0,0
95,28,2,85,52,7,60,0,60,7,52,85,0,0,0,0,0,0,0,0,0,0,0
96,28,2,60,53,85,52,7,60,7,52,85,60,7,52,85,60,7,52,85,0,0,0
97,28,2,85,0,0,0,0,60,7,52,85,60,7,52,85,53,60,0,0,0,0,0
98,28,2,85,7,52,60,85,52,7,60,85,60,52,53,85,0,0,0,0,0,0,0
99,28,2,85,52,7,60,85,60,52,7,85,0,0,0,0,0,0,0,0,0,0,0
100,28,2,85,52,7,60,0,60,7,52,85,0,0,0,0,0,0,0,0,0,0,0
101,28,2,85,52,7,60,0,60,7,52,85,0,0,0,0,0,0,0,0,0,0,0
102,28,2,0,0,0,0,0,52,7,60,85,60,7,52,85,0,0,0,0,0,0,0
103,29,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,30,2,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,31,0,60,0,0,0,0,64,60,64,60,64,64,60,64,0,0,0,0,0,0,0
106,32,2,34,60,0,0,0,32,53,52,60,53,0,0,0,0,0,0,0,0,0,0
107,32,2,0,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
108,32,2,0,0,0,0,0,53,52,60,32,34,60,53,0,0,0,0,0,0,0,0
109,33,2,60,0,0,0,0,53,52,60,52,53,0,0,0,0,0,0,0,0,0,0
110,34,2,85,85,85,85,85,85,85,85,85,85,6,34,60,45,45,45,60,6,7,25
111,34,2,0,0,0,0,0,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
112,35,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,36,2,0,0,0,0,0,60,34,53,0,0,0,0,0,0,0,0,0,0,0,0
114,37,2,66,66,30,0,0,30,66,30,66,66,30,30,66,30,66,66,30,66,30,0
115,37,2,0,0,0,0,0,30,66,66,0,0,0,0,0,0,0,0,0,0,0,0
116,38,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0
117,39,2,53,34,60,53,34,53,60,34,60,6,34,6,7,6,60,34,0,0,0,0
118,39,0,34,60,85,60,7,7,25,85,60,34,53,60,34,53,0,0,0,0,0,0
119,39,3,9,7,32,52,7,25,34,7,60,85,60,34,0,0,0,0,0,0,0,0
120,39,3,51,51,51,51,51,51,51,60,52,51,51,51,51,51,51,51,51,51,60,52
121,40,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,41,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,42,2,0,0,0,0,0,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0
124,43,2,53,52,60,64,64,60,52,53,55,0,0,0,0,0,0,0,0,0,0,0
125,43,2,53,55,60,52,53,60,52,55,53,55,53,52,60,0,0,0,0,0,0,0
126,43,2,53,53,55,52,60,60,52,55,53,53,52,60,55,53,0,0,0,0,0,0
127,43,2,53,53,53,55,52,60,52,55,53,53,0,0,0,0,0,0,0,0,0,0
128,44,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,45,2,66,0,0,0,0,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0
130,45,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,46,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,47,2,48,1,22,26,48,85,22,26,48,0,0,0,0,0,0,0,0,0,0,0
133,47,3,71,69,69,0,0,71,69,85,22,48,26,22,1,48,0,0,0,0,0,0
134,48,2,0,0,0,0,0,60,1,34,53,60,0,0,0,0,0,0,0,0,0,0
135,49,3,66,66,66,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
136,50,2,34,60,9,85,0,7,9,25,85,0,0,0,0,0,0,0,0,0,0,0
137,50,2,34,60,85,34,60,25,7,85,0,0,0,0,0,0,0,0,0,0,0,0
138,50,2,85,34,60,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
139,50,2,34,60,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,51,2,0,0,0,0,0,1,47,60,58,34,7,25,0,0,0,0,0,0,0,0
141,51,0,57,51,60,7,60,7,7,7,60,0,0,0,0,0,0,0,0,0,0,0
142,51,0,60,60,57,7,60,7,7,7,7,60,7,7,25,60,7,7,60,9,25,7
143,51,2,60,58,0,0,0,7,49,49,60,7,57,60,60,0,0,0,0,0,0,0
144,52,0,52,60,55,55,55,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0
145,52,0,55,55,55,55,55,60,52,0,0,0,0,0,0,0,0,0,0,0,0,0
146,52,0,52,7,60,0,0,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0
147,52,0,60,0,0,0,0,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0
148,53,3,7,7,60,7,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,53,3,7,60,7,60,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,53,3,60,60,60,60,60,7,60,7,0,0,0,0,0,0,0,0,0,0,0,0
151,53,3,60,4,34,60,7,7,60,9,7,60,9,60,9,60,60,9,60,9,60,60
152,54,2,0,0,0,0,0,60,52,53,0,0,0,0,0,0,0,0,0,0,0,0
153,55,2,48,38,38,38,38,85,22,48,26,0,0,0,0,0,0,0,0,0,0,0
154,55,2,34,60,58,1,1,1,60,58,34,1,34,58,60,4,1,38,38,38,38,38
155,55,2,1,58,58,1,34,1,58,60,34,0,0,0,0,0,0,0,0,0,0,0
156,55,2,0,0,0,0,0,1,58,60,34,22,60,58,34,60,1,58,34,34,1,60
157,56,0,28,51,48,1,51,85,22,48,26,0,0,0,0,0,0,0,0,0,0,0
158,57,2,0,0,0,0,0,10,60,34,0,0,0,0,0,0,0,0,0,0,0,0
159,58,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,59,2,25,7,34,60,1,1,34,60,7,25,0,0,0,0,0,0,0,0,0,0
161,60,2,30,66,30,66,30,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0
162,60,2,30,66,66,66,30,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0
163,60,2,66,66,30,66,66,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
164,60,2,66,66,0,0,0,66,66,66,66,66,30,66,66,0,0,0,0,0,0,0
165,61,2,0,0,0,0,0,60,52,32,34,53,55,0,0,0,0,0,0,0,0,0
166,62,2,48,34,60,10,39,85,22,39,60,48,34,26,58,0,0,0,0,0,0,0
167,62,2,1,39,60,58,34,39,10,60,34,48,0,0,0,0,0,0,0,0,0,0
168,63,2,1,47,85,38,48,48,38,85,22,1,26,47,48,85,38,4,1,38,85,48
169,63,5,48,38,48,38,48,38,85,22,1,26,48,85,38,1,22,26,85,48,38,1
170,64,2,0,0,0,0,0,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0
171,64,2,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
172,64,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
173,65,2,85,60,52,7,0,60,52,53,0,0,0,0,0,0,0,0,0,0,0,0
174,65,2,85,52,7,60,0,7,52,60,85,0,0,0,0,0,0,0,0,0,0,0
175,65,2,85,52,7,60,0,60,7,52,85,0,0,0,0,0,0,0,0,0,0,0
176,65,2,0,0,0,0,0,60,7,52,85,60,7,52,85,60,7,52,85,0,0,0
177,66,2,0,0,0,0,0,55,53,52,60,32,34,51,0,0,0,0,0,0,0,0
178,67,2,52,53,34,32,60,60,52,34,32,55,52,53,53,55,52,32,34,60,0,0
179,67,2,53,60,34,32,52,32,34,52,60,53,55,55,60,32,34,53,52,0,0,0
180,67,2,51,55,53,52,60,55,53,52,32,34,60,53,0,0,0,0,0,0,0,0
181,67,2,33,60,53,55,51,53,55,52,34,60,53,55,53,60,52,53,55,51,0,0
182,67,2,53,53,53,60,52,51,55,53,60,33,0,0,0,0,0,0,0,0,0,0
183,68,2,60,53,52,60,52,7,52,32,34,25,60,0,0,0,0,0,0,0,0,0
184,68,2,7,60,0,0,0,52,60,7,7,7,7,9,60,7,52,53,52,60,52,53
185,69,2,39,51,39,48,48,85,22,48,26,22,26,48,85,1,48,85,60,7,0,0
186,70,2,53,34,60,1,39,1,47,53,34,60,0,0,0,0,0,0,0,0,0,0
187,71,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,72,2,31,24,37,85,0,85,37,24,0,0,0,0,0,0,0,0,0,0,0,0
189,72,3,37,85,0,0,0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0
190,73,2,52,57,51,28,51,1,60,34,53,51,53,52,60,32,34,64,0,0,0,0
191,73,2,34,60,9,28,51,7,32,52,51,28,51,57,52,0,0,0,0,0,0,0
192,73,2,57,51,52,85,28,54,51,28,9,60,34,0,0,0,0,0,0,0,0,0
193,73,2,34,60,53,1,52,54,60,51,52,28,85,52,51,57,0,0,0,0,0,0
194,74,2,60,22,0,0,0,85,62,62,0,0,0,0,0,0,0,0,0,0,0,0
195,75,2,85,60,2,0,0,60,2,85,0,0,0,0,0,0,0,0,0,0,0,0
196,76,2,0,0,0,0,0,66,30,66,0,0,0,0,0,0,0,0,0,0,0,0
197,77,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,78,2,60,7,7,60,60,25,7,7,60,7,0,0,0,0,0,0,0,0,0,0
199,78,2,60,60,7,34,60,7,7,60,0,0,0,0,0,0,0,0,0,0,0,0
200,78,2,85,7,60,34,7,7,7,7,60,60,7,60,60,6,60,7,85,60,34,7
201,79,3,63,34,60,0,0,60,34,63,0,0,0,0,0,0,0,0,0,0,0,0
202,80,2,34,60,60,34,0,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0
203,80,2,60,34,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
204,80,2,32,52,53,34,60,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0
205,80,2,32,52,32,52,53,60,34,53,60,34,32,52,53,53,60,34,60,34,53,52
206,80,2,32,52,53,60,34,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0
207,80,2,60,34,0,0,0,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0
208,80,2,0,0,0,0,0,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0
209,81,0,51,7,60,85,7,7,60,7,51,7,0,0,0,0,0,0,0,0,0,0
210,81,2,7,0,0,0,0,7,60,7,85,60,7,51,0,0,0,0,0,0,0,0
211,81,0,7,7,60,7,60,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
212,81,0,51,7,60,7,51,7,7,60,7,60,7,7,0,0,0,0,0,0,0,0
213,81,2,7,60,7,7,7,7,60,7,7,7,7,60,60,7,7,60,7,51,7,60
214,81,2,7,51,7,25,7,25,7,7,7,60,51,7,25,7,25,7,7,60,7,7
215,81,0,51,7,25,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,81,2,7,7,60,7,7,7,60,7,51,51,51,7,60,7,7,25,7,51,0,0
217,81,2,7,60,7,7,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,81,2,7,60,7,7,7,7,60,7,0,0,0,0,0,0,0,0,0,0,0,0
219,81,2,7,60,7,7,0,7,7,60,7,0,0,0,0,0,0,0,0,0,0,0
220,81,0,7,60,7,7,7,7,7,7,60,7,60,7,7,7,60,7,0,0,0,0
221,81,0,7,6,60,0,0,7,7,60,7,0,0,0,0,0,0,0,0,0,0,0
222,82,2,53,60,1,53,1,1,60,53,0,0,0,0,0,0,0,0,0,0,0,0
223,83,0,0,0,0,0,0,7,34,60,0,0,0,0,0,0,0,0,0,0,0,0
224,84,2,4,50,4,4,57,4,10,60,34,85,2,60,58,58,58,58,60,58,60,0
225,85,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,86,2,0,0,0,0,0,60,52,53,55,0,0,0,0,0,0,0,0,0,0,0
227,86,2,0,0,0,0,0,55,53,52,60,0,0,0,0,0,0,0,0,0,0,0
228,87,3,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
229,88,0,0,0,0,0,0,60,34,60,7,64,0,0,0,0,0,0,0,0,0,0
230,88,2,60,58,34,60,58,1,60,58,34,10,4,4,60,34,7,6,60,0,0,0
231,89,2,85,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,89,2,85,85,85,85,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0
233,90,2,51,28,60,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,91,2,60,34,53,53,60,53,60,34,51,0,0,0,0,0,0,0,0,0,0,0
235,91,2,34,60,0,0,0,32,53,52,51,28,51,60,53,53,34,60,0,0,0,0
236,91,2,0,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
237,91,2,52,53,55,60,0,60,52,55,52,53,60,34,0,0,0,0,0,0,0,0
238,91,2,60,0,0,0,0,55,53,52,0,0,0,0,0,0,0,0,0,0,0,0
239,91,2,55,53,60,52,0,53,55,52,60,53,34,32,60,52,53,53,34,60,53,52
240,91,3,0,0,0,0,0,52,32,60,9,34,7,51,51,28,52,60,53,55,0,0
241,92,0,39,48,60,1,9,85,22,48,26,22,39,0,0,0,0,0,0,0,0,0
242,93,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,94,0,51,51,51,32,52,51,51,51,51,51,51,51,51,60,52,32,51,51,51,51
244,94,0,60,52,34,9,60,52,9,32,0,0,0,0,0,0,0,0,0,0,0,0
245,94,0,9,60,60,51,7,34,52,60,0,0,0,0,0,0,0,0,0,0,0,0
246,95,2,60,1,0,0,0,7,60,58,25,34,0,0,0,0,0,0,0,0,0,0
247,96,0,74,69,74,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,96,0,74,69,69,0,0,69,69,74,69,74,0,0,0,0,0,0,0,0,0,0
249,97,2,34,60,52,0,0,53,32,52,0,0,0,0,0,0,0,0,0,0,0,0
250,97,2,52,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
251,97,2,52,60,52,55,0,53,52,55,60,32,34,53,34,52,60,32,52,0,0,0
252,98,2,60,34,0,0,0,32,52,53,55,55,51,28,55,52,51,55,34,32,60,51
253,98,2,0,0,0,0,0,52,60,34,32,53,52,53,52,32,60,34,52,60,32,34
254,99,2,51,48,38,38,38,85,26,48,22,1,22,26,85,48,26,22,22,1,39,38
255,100,2,34,60,52,53,0,60,52,34,32,53,55,60,53,52,53,34,32,60,52,53
256,100,2,85,32,34,52,60,7,52,60,32,34,60,34,53,52,32,0,0,0,0,0
257,100,2,53,52,34,60,0,7,60,52,34,32,85,0,0,0,0,0,0,0,0,0
258,101,3,60,0,0,0,0,7,60,52,58,34,32,0,0,0,0,0,0,0,0,0
259,102,2,0,0,0,0,0,60,58,34,0,0,0,0,0,0,0,0,0,0,0,0
260,103,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
261,104,2,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
262,105,2,0,0,0,0,0,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0
263,106,2,0,0,0,0,0,52,60,34,32,53,64,0,0,0,0,0,0,0,0,0
264,106,2,85,34,51,60,0,52,60,34,32,53,55,0,0,0,0,0,0,0,0,0
265,107,2,85,0,0,0,0,85,60,0,0,0,0,0,0,0,0,0,0,0,0,0
266,107,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,108,2,60,0,0,0,0,32,52,53,52,32,1,34,60,53,53,52,60,53,52,60
268,109,3,0,0,0,0,0,69,74,0,0,0,0,0,0,0,0,0,0,0,0,0
269,110,2,0,0,0,0,0,52,53,32,60,34,0,0,0,0,0,0,0,0,0,0
270,110,2,34,32,60,53,52,53,52,55,60,60,34,32,52,53,60,34,53,52,60,34
271,111,2,60,53,60,52,0,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0
272,111,2,0,0,0,0,0,52,60,53,60,0,0,0,0,0,0,0,0,0,0,0
273,112,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,113,2,0,0,0,0,0,1,34,7,10,60,25,85,0,0,0,0,0,0,0,0
275,114,2,0,0,0,0,0,32,60,52,55,53,0,0,0,0,0,0,0,0,0,0
276,115,3,52,14,52,52,52,32,52,52,52,52,14,52,14,52,32,52,52,32,52,52
277,116,2,28,51,39,48,1,39,85,22,48,26,0,0,0,0,0,0,0,0,0,0
278,117,2,50,50,50,50,50,50,50,22,50,50,50,0,0,0,0,0,0,0,0,0
279,117,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0
280,117,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
281,117,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0
282,117,2,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0
283,117,2,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0
284,117,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0
285,118,2,53,32,52,53,34,53,52,60,32,34,53,53,53,34,32,60,52,53,0,0
286,118,2,34,32,60,52,53,53,52,60,32,34,60,52,53,34,60,34,53,52,32,53
287,118,2,32,52,53,60,34,53,52,60,32,34,0,0,0,0,0,0,0,0,0,0
288,118,2,53,34,60,32,52,34,60,53,52,32,0,0,0,0,0,0,0,0,0,0
289,118,2,0,0,0,0,0,32,52,53,34,60,53,52,32,60,34,53,0,0,0,0
290,118,2,32,53,52,60,34,52,60,53,53,55,60,34,53,32,52,52,53,34,60,32
291,118,2,55,0,0,0,0,60,52,32,34,55,52,60,34,32,52,53,53,60,34,34
292,118,2,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,119,2,60,53,52,60,85,53,52,53,52,60,0,0,0,0,0,0,0,0,0,0
294,120,2,0,0,0,0,0,53,34,60,0,0,0,0,0,0,0,0,0,0,0,0
295,121,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,122,2,48,85,48,85,48,85,48,85,48,85,0,0,0,0,0,0,0,0,0,0
297,123,4,74,69,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,124,2,60,58,0,0,0,7,60,25,34,0,0,0,0,0,0,0,0,0,0,0
299,125,1,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
